language,dialect,accent,text
Persian,"Persian, Iranian (Iran)",Yazdi,مگه بشت زنگ نزدن
Persian,"Persian, Iranian (Iran)",Yazdi,داد 
Persian,"Persian, Iranian (Iran)",Yazdi,خسته
Persian,"Persian, Iranian (Iran)",Yazdi,فرار
Persian,"Persian, Iranian (Iran)",Yazdi,
Persian,"Persian, Iranian (Iran)",Yazdi,
Persian,"Persian, Iranian (Iran)",Yazdi,
Persian,"Persian, Iranian (Iran)",Yazdi,
Persian,"Persian, Iranian (Iran)",Yazdi,
Persian,"Persian, Iranian (Iran)",Yazdi,
Persian,"Persian, Iranian (Iran)",Yazdi,
Persian,"Persian, Iranian (Iran)",Yazdi,
Persian,"Persian, Iranian (Iran)",Yazdi,
Persian,"Persian, Iranian (Iran)",Yazdi,
Persian,"Persian, Iranian (Iran)",Yazdi,درست میوه کرم ازخودشه 
Persian,"Persian, Iranian (Iran)",Yazdi,بیرون باغ که دیدم انکارتا اخرباغ دیده
Persian,"Persian, Iranian (Iran)",Yazdi,گف اگر داخل شیشه نکنی اخرش میادبیرون شیشه
Persian,"Persian, Iranian (Iran)",Yazdi,گف تاوقت تودلت نگه داشتی پیش خودته 
Persian,"Persian, Iranian (Iran)",Yazdi,دل که سفره نیست پیش هرکسی پهن کنی
Persian,"Persian, Iranian (Iran)",Yazdi,خرس پیش اهنگر بستن
Persian,"Persian, Iranian (Iran)",Yazdi,اگر باسی آب درهاون کنه بکوبی نمزاره بیکارباشی
Persian,"Persian, Iranian (Iran)",Yazdi,ادم گور اگر بازارنره بازار گنده مشه
Persian,"Persian, Iranian (Iran)",Yazdi,اووت کرت اخره
Persian,"Persian, Iranian (Iran)",Yazdi,چاه کن همیشه ته چاه هه
Persian,"Persian, Iranian (Iran)",Yazdi,قسمت غذا نسبت به اندازش خیلی خیلی گیرون وغیرمنصفانه هه.ساندویچ هیولای گوشت درحد بچه غول هم نبود واصلاه هم 
Persian,"Persian, Iranian (Iran)",Yazdi,لطف کنید ازعکسای اینترنتی استفاده نکند وعکس خودتون ومحصولاتتون بزارد
Persian,"Persian, Iranian (Iran)",Yazdi,شدیدا اسیب دیده بود
Persian,"Persian, Iranian (Iran)",Yazdi,به جای کیک وانیلی کاکائوئی کیک کاکائوئی ساده فرستاده بود
Persian,"Persian, Iranian (Iran)",Yazdi,خورشش مزه آب مداد و95 درصدشنصفش لپ بود واصلا پیشنهادنموکنم
Persian,"Persian, Iranian (Iran)",Yazdi,بسیار عالی وبه موقع .ممنونم
Persian,"Persian, Iranian (Iran)",Yazdi,اندازه ساندویچش نصف شده
Persian,"Persian, Iranian (Iran)",Yazdi,عالی فقط جای چنگال خالیل بود
Persian,"Persian, Iranian (Iran)",Yazdi,بسیار بی نمک بود وبوی  بند گوشت مداد
Persian,"Persian, Iranian (Iran)",Yazdi,اول اینکه بوی بدی داشت  دویوم  اینکه به همه چیزموخورد  الا رست بیف  حور که یادمو گوشت اب پز منداخت 
Persian,"Persian, Iranian (Iran)",Yazdi,پس چرا نمییایی
Persian,"Persian, Iranian (Iran)",Yazdi,ما هم میایم
Persian,"Persian, Iranian (Iran)",Yazdi,عجله کن
Persian,"Persian, Iranian (Iran)",Yazdi,پس کچایی عزیزم
Persian,"Persian, Iranian (Iran)",Yazdi,بیا برم نهار بخورم  وای نه یک پیز اشغال خودرم  دلموم به هم رخته 
Persian,"Persian, Iranian (Iran)",Yazdi,من وتو حسن
Persian,"Persian, Iranian (Iran)",Yazdi,گل وبلبل وسنبل
Persian,"Persian, Iranian (Iran)",Yazdi,سه چهار پنچ
Persian,"Persian, Iranian (Iran)",Yazdi,اخه پرا نمیایی
Persian,"Persian, Iranian (Iran)",Yazdi,کمروم داغون شده 
Persian,"Persian, Iranian (Iran)",Yazdi,این کار که اقدر به فس فس کردن ودیر چنبیدن نیاز نداره
Persian,"Persian, Iranian (Iran)",Yazdi,یباردیه  این طور بشه باشش دعوا موکنم
Persian,"Persian, Iranian (Iran)",Yazdi,ازبس خوب بود دل پیچه گرفتم
Persian,"Persian, Iranian (Iran)",Yazdi,برای پی شی
Persian,"Persian, Iranian (Iran)",Yazdi,با کار آدم خطرناک درافتاده 
Persian,"Persian, Iranian (Iran)",Yazdi,خدا میدونه خدیچه
Persian,"Persian, Iranian (Iran)",Yazdi,حالا اقدرهم شوخ وشنگ بودن وبکو بخندکردن خوب نیس
Persian,"Persian, Iranian (Iran)",Yazdi,مگر کسی دنبال موکنه
Persian,"Persian, Iranian (Iran)",Yazdi,نون گندم برای هضم شدن به شکم فولادی نیازداره
Persian,"Persian, Iranian (Iran)",Yazdi,این ادم خیلی خسیسه
Persian,"Persian, Iranian (Iran)",Yazdi,چاقوی برای بره نر آماده است
Persian,"Persian, Iranian (Iran)",Yazdi,برای خودت بخور وبرای مردم بیپوش
Persian,"Persian, Iranian (Iran)",Yazdi,سفره بابای شما سرکوچه هست
Persian,"Persian, Iranian (Iran)",Yazdi,این شکوفه های چقدر زیبا هستن
Persian,"Persian, Iranian (Iran)",Yazdi,خانه شما
Persian,"Persian, Iranian (Iran)",Yazdi,خدا خردیده که شاخش نداده 
Persian,"Persian, Iranian (Iran)",Yazdi,طرف ماررا گشته  اما بپه ماررا زنده هشته
Persian,"Persian, Iranian (Iran)",Yazdi,جنگلی که شتر دیده 
Persian,"Persian, Iranian (Iran)",Yazdi,چش زمستون کور هه
Persian,"Persian, Iranian (Iran)",Yazdi,کربه را براق کرده
Persian,"Persian, Iranian (Iran)",Yazdi,قدای سرت عیبی نداره
Persian,"Persian, Iranian (Iran)",Yazdi,دماعش چقدر پهنه  لباشم مثل پشت عنتر ممونه
Persian,"Persian, Iranian (Iran)",Yazdi,انگار ازپشت فیل افتیده
Persian,"Persian, Iranian (Iran)",Yazdi,تورا خدا بفرمایید داخل خونه 
Persian,"Persian, Iranian (Iran)",Yazdi,عبده این کی بود
Persian,"Persian, Iranian (Iran)",Yazdi,غلام با ابرسیاه امد ودختر را به قصر شاه پریون برد
Persian,"Persian, Iranian (Iran)",Yazdi,این وب پقدرقشنگه
Persian,"Persian, Iranian (Iran)",Yazdi,موخوم یققم پاره کنوم
Persian,"Persian, Iranian (Iran)",Yazdi,گنه بخوربه این کارت
Persian,"Persian, Iranian (Iran)",Yazdi,برعکس مادرش که عاقله خودش انکار دیونه
Pashto,"Pashto, Central (Pakistan)",General,زه ځم۔
Pashto,"Pashto, Central (Pakistan)",General,ریچھ دا خوري، دا چویږي۔ (د دې ویښتان غورځیږي۔)
Pashto,"Pashto, Central (Pakistan)",General,زه لوږه یم۔
Pashto,"Pashto, Central (Pakistan)",General,زه چای نه څښم۔
Pashto,"Pashto, Central (Pakistan)",General,دا ډېر ښکلی و؛ ستا په روح باندې یو ښکل، ایا زه ستا شم؟
Pashto,"Pashto, Central (Pakistan)",General,لمر له کومه لوري راوتلی دی؟
Pashto,"Pashto, Central (Pakistan)",General,خدای پرې وهلی دی۔
Pashto,"Pashto, Central (Pakistan)",General,تا څه وکړل؟
Pashto,"Pashto, Central (Pakistan)",General,نجونې ځي۔
Pashto,"Pashto, Central (Pakistan)",General,نجونې تللې۔
Pashto,"Pashto, Central (Pakistan)",General,ارواپوهانو د ژړا ډېر ځانګړتیاوې پیژندلي دي او دا د فشار لرې کولو، درد زغملو او د خپګان او غمونو سره مخ کیدو یوه لاره ګڼي۔
Pashto,"Pashto, Central (Pakistan)",General,هغه جام د خوړلو وړ دی۔
Pashto,"Pashto, Central (Pakistan)",General,ما په خپل ژوند کې هیڅکله دا ډول خواړه نه دي خوړلي۔
Pashto,"Pashto, Central (Pakistan)",General,کورنۍ څنګه ده؟
Pashto,"Pashto, Central (Pakistan)",General,مننه چې د حریسني غیوا په اړه دا کلیپ شریک کړې۔
Pashto,"Pashto, Central (Pakistan)",General,اې د نیکونو میراث لپاره چیغې چې بې ملاتړ پرېښودل شوی دی۔
Pashto,"Pashto, Central (Pakistan)",General,دا لومړی ځل دی چې زه یې ډېری ګورم۔
Pashto,"Pashto, Central (Pakistan)",General,اې ګرانه، زموږ د ښار لپاره۔
Pashto,"Pashto, Central (Pakistan)",General,له کرمانشاه نه تر کردستانه پورې د نړۍ ټولو کردو مېرمنو ته ګرم سلامونه۔
Pashto,"Pashto, Central (Pakistan)",General,کله چې به یې ډوډۍ جوړوله، موږ به یې راوبلل. موږ ماشومان به یې په لیکه کې ناست وو او سترګې به مو په ډوډۍ وې تر څو چې توے ته یې نه وه اچولې او موږ ته یې نه وه ورکړې۔
Pashto,"Pashto, Central (Pakistan)",General,اړول او راوړل
Pashto,"Pashto, Central (Pakistan)",General,چیغې وهل
Pashto,"Pashto, Central (Pakistan)",General,خدای په امان
Pashto,"Pashto, Central (Pakistan)",General,که د خدای مرضي نه وي نو د ونې نه یوه پاڼه هم نه غورځیږي۔
Pashto,"Pashto, Central (Pakistan)",General,که موږ د غنمو ډوډۍ نه وه خوړلې نو ما د خلکو په لاسونو کې ډوډۍ ولیده۔
Pashto,"Pashto, Central (Pakistan)",General,دا څه شی دی چې تر څو چې په سترګه کې لاس مه اچوې خوله نه خلاصوي؟
Pashto,"Pashto, Central (Pakistan)",General,تا ته یې نه و بللي؟
Pashto,"Pashto, Central (Pakistan)",General,چیغه
Pashto,"Pashto, Central (Pakistan)",General,ستړی
Pashto,"Pashto, Central (Pakistan)",General,تښتیدل
Pashto,"Pashto, Central (Pakistan)",General,ما ته ووایه چې څومره به مزې کیږي
Pashto,"Pashto, Central (Pakistan)",General,ستا پلار ته لعنت
Pashto,"Pashto, Central (Pakistan)",General,زموږ هیکرز له چا کم نه دي
Pashto,"Pashto, Central (Pakistan)",General,دا به ډېر په زړه پورې وي
Pashto,"Pashto, Central (Pakistan)",General,یوازې د خپل خوږ لوبې انتظار وکړه
Pashto,"Pashto, Central (Pakistan)",General,موږ به د تازه اور انتظار کوو
Pashto,"Pashto, Central (Pakistan)",General,یعني دا به نه جوړیږي
Pashto,"Pashto, Central (Pakistan)",General,که څه هم دا د لسو کارګرانو نه جوړیږي بیا هم ۱۵ کاله لګیږي
Pashto,"Pashto, Central (Pakistan)",General,دا سی ښکاري چې نور خلك به هم په لوگر جهاز کې ځي
Pashto,"Pashto, Central (Pakistan)",General,دا دې ایئرپورټ جوړول د مریخ ته تلل په شان لګي
Pashto,"Pashto, Central (Pakistan)",General,د کیڑې د میوې ونه له ځانه راځي۔
Pashto,"Pashto, Central (Pakistan)",General,کله چې مو باغ نه بهر وګورو، مو ترا د باغ کنارې مېږي۔
Pashto,"Pashto, Central (Pakistan)",General,که تاسو دا لفظ په یوه لوښي کې واچوئ، نو دا به لېک شي۔
Pashto,"Pashto, Central (Pakistan)",General,هغه خط چې تاسو يې په زړه کې لرئ، ستاسو په کنټرول کې دی۔
Pashto,"Pashto, Central (Pakistan)",General,زړه میز نه دی چې د هر چا مخې ته یې خپور کړې
Pashto,"Pashto, Central (Pakistan)",General,ریچھ لوہار سره بند شوی دی۔
Pashto,"Pashto, Central (Pakistan)",General,که پانی پیسول په کړل کې پکار وي نو بې کاره نه پرېږدي
Pashto,"Pashto, Central (Pakistan)",General,که ړوند بازار ته لاړ نه شي نو بازار سړېږي
Pashto,"Pashto, Central (Pakistan)",General,تم ختم یې / ستا کار تمام شو
Pashto,"Pashto, Central (Pakistan)",General,کیندونکی تل د کندې په تل کې وي
Pashto,"Pashto, Central (Pakistan)",General,د خوړو بیه ډېره ګرانه او ناعادلانه ده په مقابل کې د مقدار
Pashto,"Pashto, Central (Pakistan)",General,براہ مہربانی انٹرنیٹ عکسونه مه کاروئ او خپل اصلي شی عکس اپ لوڈ کړئ...
Pashto,"Pashto, Central (Pakistan)",General,سخت زخمي شوی و (اپ لوڈ شوي عکس له مخې)
Pashto,"Pashto, Central (Pakistan)",General,د وینیلا کوکو کیک پر ځای ساده کوکو کیک لیږل شوی و
Pashto,"Pashto, Central (Pakistan)",General,سالن اوبه اوبه و او ۹۵٪ د غوښې حجم دال وه...
Pashto,"Pashto, Central (Pakistan)",General,ډېر ښه او په وخت، مننه
Pashto,"Pashto, Central (Pakistan)",General,د هغه سینڈوچ اندازه پوره نیمایي شوې ده
Pashto,"Pashto, Central (Pakistan)",General,ښه و.. یوازې د کانټې لپاره یوه خالي ځای و
Pashto,"Pashto, Central (Pakistan)",General,دا ډېر بې خونده و او د غوښې ډېر زیات بوين و۔
Pashto,"Pashto, Central (Pakistan)",General,لومړی بد بو و، دویم یې هر څه لمس کړل پرته له...
Pashto,"Pashto, Central (Pakistan)",General,نو ولې نه راځې؟
Pashto,"Pashto, Central (Pakistan)",General,موږ هم راځو۔
Pashto,"Pashto, Central (Pakistan)",General,جلدی کوه
Pashto,"Pashto, Central (Pakistan)",General,نو ته چېرته یې ګرانه؟
Pashto,"Pashto, Central (Pakistan)",General,راځه چې ډوډۍ وخورو. اوه نه، ما یو څه خراب وخوړل، زما معده خرابه ده
Pashto,"Pashto, Central (Pakistan)",General,زه، ته او حسن۔
Pashto,"Pashto, Central (Pakistan)",General,ګل، بلبل او لاله
Pashto,"Pashto, Central (Pakistan)",General,
Pashto,"Pashto, Central (Pakistan)",General,بیا ولې نه راځې؟
Pashto,"Pashto, Central (Pakistan)",General,زما شا درد کوي
Pashto,"Pashto, Central (Pakistan)",General,دا کار دومره هچکچا او ځنډ ته اړتیا نه لري
Pashto,"Pashto, Central (Pakistan)",General,که دا بیا وشي نو زه به له هغه سره شخړه کړم
Pashto,"Pashto, Central (Pakistan)",General,دومره ښه و چې معده مې درد شوه
Pashto,"Pashto, Central (Pakistan)",General,د څه لپاره؟
Pashto,"Pashto, Central (Pakistan)",General,له یوه خطرناک کس سره ښکېل شو
Pashto,"Pashto, Central (Pakistan)",General,خداى پوهیږي، خدیجه۔
Pashto,"Pashto, Central (Pakistan)",General,اوس دومره شرارت او ټوکې ښه نه دي
Pashto,"Pashto, Central (Pakistan)",General,څوک ستا پسې ګرځي؟
Pashto,"Pashto, Central (Pakistan)",General,د غنمو ډوډۍ هضم لپاره د فولادو معده پکار ده
Pashto,"Pashto, Central (Pakistan)",General,دا کس ډېر شوم دی
Pashto,"Pashto, Central (Pakistan)",General,د نر پسه لپاره تېز چاقو راغلی دی
Pashto,"Pashto, Central (Pakistan)",General,دا ځان لپاره اوخړه او د نورو لپاره وچوه۔
Pashto,"Pashto, Central (Pakistan)",General,ستا د پلار دسترخوان د کوڅې په ګوټ کې دی
Pashto,"Pashto, Central (Pakistan)",General,دا ګلان ډېر ښکلي دي
Pashto,"Pashto, Central (Pakistan)",General,ستاسو کور
Pashto,"Pashto, Central (Pakistan)",General,خداى هغه خره لیدلې چې سینګ نه ورکول شوي
Pashto,"Pashto, Central (Pakistan)",General,مانګور مار شو خو مانګور بچې ژوندی پرېښودل شو۔
Pashto,"Pashto, Central (Pakistan)",General,وحشي اوښ لیدل شوی
Pashto,"Pashto, Central (Pakistan)",General,ژمي سترګې پټې وي۔
Pashto,"Pashto, Central (Pakistan)",General,پیشو برش شوې ده
Pashto,"Pashto, Central (Pakistan)",General,ته ارزښت لرې. ښه دی۔
Pashto,"Pashto, Central (Pakistan)",General,د هغه دماغ څومره پراخ دی. د هغه شونډې د خر د شا په څیر دي
Pashto,"Pashto, Central (Pakistan)",General,دا سی لګي چې هغه هاتۍ نه پرېوتلی دی۔
Pashto,"Pashto, Central (Pakistan)",General,مهرباني وکړه، کور ته راشه
Pashto,"Pashto, Central (Pakistan)",General,دا عبدو څوک و؟
Pashto,"Pashto, Central (Pakistan)",General,غلام د تورې ورېځې سره راغی او جینۍ یې د پریو محل ته بوتله۔
Pashto,"Pashto, Central (Pakistan)",General,دا ویب ډېر ښکلی دی
Pashto,"Pashto, Central (Pakistan)",General,زه غواړم خپل ګریبان وشلوم (د ناامیدۍ/غصې له امله)
Pashto,"Pashto, Central (Pakistan)",General,ستا کار برباد شي
Pashto,"Pashto, Central (Pakistan)",General,د مور په مقابل کې چې عاقل وه، دا بیوقوفه ښکاري
